id,address_state,application_type,emp_length,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,annual_income (Label),dti,installment,int_rate,loan_amount,total_acc,total_payment,new_loan_status
420601,VA,INDIVIDUAL,1 year,C,RENT,7/9/2021,7/12/2021,7/12/2021,Fully Paid,8/12/2021,494016,car,C4, 36 months,Not Verified,30000,<50K,0.2284,162.83,0.1347,4800,8,5862,Non Default
603567,OH,INDIVIDUAL,7 years,A,MORTGAGE,12/10/2021,11/13/2021,7/13/2021,Fully Paid,8/13/2021,774439,Debt consolidation,A3, 36 months,Not Verified,45000,<50K,0.2299,163.17,0.0617,6800,29,5862,Non Default
490232,NY,INDIVIDUAL,8 years,B,OWN,3/10/2021,3/13/2021,3/13/2021,Fully Paid,4/13/2021,625897,Debt consolidation,B3, 36 months,Not Verified,54000,50K–99K,0.1389,162.8,0.1062,5000,24,5862,Non Default
1001786,CA,INDIVIDUAL,< 1 year,A,RENT,11/11/2021,9/12/2021,9/12/2021,Fully Paid,10/12/2021,1227582,Debt consolidation,A5, 36 months,Source Verified,30000,<50K,0.0848,174.65,0.089,5500,7,5862,Non Default
371082,OK,INDIVIDUAL,10+ years,C,MORTGAGE,1/9/2021,12/15/2021,1/12/2021,Fully Paid,2/12/2021,388486,Debt consolidation,C4, 36 months,Verified,100000,100K–149K,0.218,162.83,0.1347,4800,24,5862,Non Default
1059497,FL,INDIVIDUAL,10+ years,B,MORTGAGE,12/12/2021,12/14/2021,12/14/2021,Fully Paid,1/14/2022,1291322,car,B2, 36 months,Verified,35000,<50K,0.1392,162.87,0.1065,5000,23,5863,Non Default
891867,KS,INDIVIDUAL,7 years,B,OWN,9/11/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,1108734,car,B2, 36 months,Source Verified,120000,100K–149K,0.0504,162.87,0.1065,5000,12,5863,Non Default
783697,IL,INDIVIDUAL,5 years,C,RENT,6/11/2021,1/16/2021,7/14/2021,Fully Paid,8/14/2021,986839,credit card,C2, 36 months,Verified,105000,100K–149K,0.2895,162.87,0.1349,4800,22,5863,Non Default
820380,FL,INDIVIDUAL,2 years,C,RENT,7/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1028600,Debt consolidation,C2, 36 months,Not Verified,70000,50K–99K,0.0638,162.87,0.1349,4800,14,5863,Non Default
1029089,NC,INDIVIDUAL,10+ years,B,MORTGAGE,11/11/2021,4/16/2021,12/14/2021,Fully Paid,1/14/2022,1258452,Debt consolidation,B2, 36 months,Not Verified,36000,<50K,0.166,162.87,0.1065,5000,16,5863,Non Default
777509,CA,INDIVIDUAL,1 year,C,RENT,6/11/2021,5/16/2021,6/14/2021,Fully Paid,7/14/2021,980008,Debt consolidation,C2, 36 months,Source Verified,65004,50K–99K,0.0792,162.87,0.1349,4800,25,5863,Non Default
642768,CA,INDIVIDUAL,< 1 year,B,MORTGAGE,1/11/2021,4/16/2021,1/16/2021,Fully Paid,2/16/2021,822669,Debt consolidation,B4, 60 months,Not Verified,130000,100K–149K,0.1859,97.72,0.0999,4600,30,5863,Non Default
1049936,NJ,INDIVIDUAL,3 years,B,RENT,12/11/2021,5/16/2021,12/14/2021,Fully Paid,1/14/2022,1281346,moving,B2, 36 months,Not Verified,35000,<50K,0.0816,162.87,0.1065,5000,25,5863,Non Default
890605,OH,INDIVIDUAL,< 1 year,B,RENT,9/11/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,1107324,other,B2, 36 months,Source Verified,41600,<50K,0.0984,162.87,0.1065,5000,19,5863,Non Default
966029,TX,INDIVIDUAL,4 years,B,RENT,9/11/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,1186683,wedding,B2, 36 months,Source Verified,49000,<50K,0.2025,162.87,0.1065,5000,53,5863,Non Default
469546,CA,INDIVIDUAL,6 years,B,MORTGAGE,12/9/2021,6/12/2021,6/12/2021,Fully Paid,7/12/2021,592270,Debt consolidation,B1, 36 months,Not Verified,67870,50K–99K,0.1335,164.02,0.1114,5000,34,5864,Non Default
806406,CA,INDIVIDUAL,10+ years,B,RENT,7/11/2021,6/12/2021,6/12/2021,Fully Paid,7/12/2021,1012584,Debt consolidation,B1, 36 months,Not Verified,73000,50K–99K,0.2296,177.45,0.0999,5500,32,5864,Non Default
491939,MA,INDIVIDUAL,10+ years,C,OWN,5/10/2021,4/16/2021,1/11/2021,Charged Off,2/11/2021,628923,home improvement,C1, 36 months,Verified,93000,50K–99K,0.0883,839.11,0.1273,25000,35,5864,Default
965753,IL,INDIVIDUAL,10+ years,B,RENT,9/11/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,1186599,Debt consolidation,B2, 36 months,Not Verified,35000,<50K,0.1522,162.87,0.1065,5000,11,5865,Non Default
677087,CA,INDIVIDUAL,< 1 year,E,RENT,2/11/2021,5/16/2021,11/11/2021,Charged Off,12/11/2021,865140,wedding,E2, 60 months,Source Verified,70000,50K–99K,0.0081,173.11,0.1677,7000,3,5865,Default
712071,VA,INDIVIDUAL,< 1 year,A,RENT,3/11/2021,4/15/2021,9/12/2021,Fully Paid,10/12/2021,905116,car,A5, 36 months,Source Verified,63533,50K–99K,0.1273,168.38,0.0766,5400,20,5866,Non Default
459313,NY,INDIVIDUAL,10+ years,B,OWN,12/9/2021,5/16/2021,3/12/2021,Fully Paid,4/12/2021,572443,Debt consolidation,B2, 36 months,Not Verified,91200,50K–99K,0.0354,164.85,0.1148,5000,11,5866,Non Default
629329,TX,INDIVIDUAL,< 1 year,C,RENT,12/10/2021,3/16/2021,12/13/2021,Fully Paid,1/13/2022,806299,credit card,C4, 36 months,Not Verified,30000,<50K,0.232,162.55,0.1335,4800,22,5867,Non Default
676521,MA,INDIVIDUAL,< 1 year,B,RENT,2/11/2021,4/16/2021,1/14/2021,Fully Paid,2/14/2021,864528,Debt consolidation,B4, 36 months,Source Verified,45000,<50K,0.2291,163.08,0.1074,5000,27,5867,Non Default
701662,OK,INDIVIDUAL,7 years,A,OWN,3/11/2021,3/15/2021,4/14/2021,Fully Paid,5/14/2021,893426,car,A2, 36 months,Not Verified,14400,<50K,0.1517,163.01,0.0579,5375,10,5868,Non Default
341419,IL,INDIVIDUAL,4 years,B,MORTGAGE,4/8/2021,5/11/2021,5/11/2021,Fully Paid,6/11/2021,341404,credit card,B5, 36 months,Not Verified,30000,<50K,0.2028,163.01,0.1071,5000,24,5868,Non Default
263906,NC,INDIVIDUAL,10+ years,B,RENT,2/8/2021,3/11/2021,3/11/2021,Fully Paid,4/11/2021,263887,Debt consolidation,B5, 36 months,Not Verified,50433,50K–99K,0.0695,163.01,0.1071,5000,20,5868,Non Default
749087,AZ,INDIVIDUAL,3 years,B,MORTGAGE,5/11/2021,5/16/2021,1/12/2021,Fully Paid,2/12/2021,948293,major purchase,B3, 36 months,Not Verified,44000,<50K,0.2441,180.04,0.1099,5500,14,5869,Non Default
523163,GA,INDIVIDUAL,3 years,E,MORTGAGE,6/10/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,676845,vacation,E2, 60 months,Not Verified,54000,50K–99K,0.1371,99.03,0.1682,4000,22,5869,Non Default
495809,OH,INDIVIDUAL,5 years,B,MORTGAGE,3/10/2021,8/12/2021,8/12/2021,Fully Paid,9/12/2021,635159,Debt consolidation,B5, 36 months,Not Verified,61498,50K–99K,0.1746,164.56,0.1136,5000,40,5870,Non Default
483320,CA,INDIVIDUAL,9 years,B,RENT,2/10/2021,5/16/2021,7/12/2021,Fully Paid,8/12/2021,615011,Debt consolidation,B5, 36 months,Not Verified,45000,<50K,0.0651,164.56,0.1136,5000,12,5870,Non Default
794101,TX,INDIVIDUAL,7 years,B,MORTGAGE,7/11/2021,4/14/2021,7/12/2021,Charged Off,8/12/2021,998689,Debt consolidation,B3, 60 months,Verified,50000,50K–99K,0.1643,442.91,0.1099,20375,25,5870,Default
574768,NJ,INDIVIDUAL,9 years,B,MORTGAGE,9/10/2021,2/11/2021,2/11/2021,Fully Paid,3/11/2021,739395,home improvement,B5, 60 months,Verified,95000,50K–99K,0.1373,124.18,0.1186,5600,27,5870,Non Default
810724,PA,INDIVIDUAL,2 years,B,MORTGAGE,7/11/2021,5/16/2021,2/14/2021,Fully Paid,3/14/2021,1017673,medical,B3, 36 months,Source Verified,24000,<50K,0.12,163.67,0.1099,5000,21,5870,Non Default
608229,KY,INDIVIDUAL,6 years,A,MORTGAGE,11/10/2021,4/12/2021,4/12/2021,Fully Paid,5/12/2021,780252,car,A3, 60 months,Not Verified,70000,50K–99K,0.0782,105.8,0.0617,8900,34,5871,Non Default
699027,IL,INDIVIDUAL,5 years,B,RENT,3/11/2021,3/14/2021,3/14/2021,Fully Paid,4/14/2021,890529,moving,B4, 36 months,Source Verified,53000,50K–99K,0.0974,163.08,0.1074,5000,21,5871,Non Default
702779,NJ,INDIVIDUAL,10+ years,B,RENT,3/11/2021,3/14/2021,4/14/2021,Fully Paid,5/14/2021,894643,vacation,B4, 36 months,Source Verified,35000,<50K,0.0816,163.08,0.1074,5000,27,5871,Non Default
568341,NJ,INDIVIDUAL,6 years,B,RENT,8/10/2021,4/16/2021,9/13/2021,Fully Paid,10/13/2021,731151,Debt consolidation,B2, 36 months,Source Verified,15600,<50K,0.1031,163.11,0.1075,5000,10,5872,Non Default
547672,TX,INDIVIDUAL,2 years,B,MORTGAGE,7/10/2021,7/13/2021,8/13/2021,Fully Paid,9/13/2021,706190,major purchase,B2, 36 months,Source Verified,90000,50K–99K,0.036,163.11,0.1075,5000,19,5872,Non Default
523412,TX,INDIVIDUAL,10+ years,B,RENT,6/10/2021,6/13/2021,6/13/2021,Fully Paid,7/13/2021,677209,major purchase,B2, 36 months,Verified,26100,<50K,0.2299,163.11,0.1075,5000,32,5872,Non Default
1047061,NJ,INDIVIDUAL,2 years,A,RENT,12/11/2021,6/14/2021,1/14/2021,Charged Off,2/14/2021,1272722,other,A5, 36 months,Source Verified,45000,<50K,0.0613,222.28,0.089,7000,30,5872,Default
414952,IL,INDIVIDUAL,2 years,B,RENT,6/9/2021,9/11/2021,9/11/2021,Fully Paid,10/11/2021,481823,other,B3, 36 months,Verified,16120,<50K,0.1057,165.07,0.1158,5000,11,5873,Non Default
830911,FL,INDIVIDUAL,3 years,F,RENT,8/11/2021,12/14/2021,4/14/2021,Fully Paid,5/14/2021,1040091,small business,F1, 60 months,Source Verified,60000,50K–99K,0.0338,109.2,0.2025,4100,16,5873,Non Default
560361,OH,INDIVIDUAL,3 years,C,MORTGAGE,8/10/2021,8/13/2021,8/13/2021,Fully Paid,9/13/2021,721243,credit card,C2, 36 months,Source Verified,50000,50K–99K,0.125,163.15,0.1361,4800,23,5874,Non Default
612342,PA,INDIVIDUAL,2 years,D,OWN,11/10/2021,6/12/2021,6/12/2021,Fully Paid,7/12/2021,785213,Debt consolidation,D1, 36 months,Not Verified,74004,50K–99K,0.2461,171.11,0.1409,5000,24,5874,Non Default
589767,PA,INDIVIDUAL,< 1 year,A,RENT,10/10/2021,11/15/2021,11/15/2021,Fully Paid,12/15/2021,757594,other,A4, 60 months,Not Verified,27096,<50K,0.1174,97.93,0.0654,5000,51,5875,Non Default
495356,NJ,INDIVIDUAL,3 years,B,OWN,3/10/2021,8/15/2021,4/13/2021,Fully Paid,5/13/2021,634500,home improvement,B3, 36 months,Not Verified,74000,50K–99K,0.1271,162.8,0.1062,5000,23,5876,Non Default
531560,DC,INDIVIDUAL,7 years,C,OWN,6/10/2021,2/13/2021,2/13/2021,Fully Paid,3/13/2021,687205,other,C3, 36 months,Not Verified,48280,<50K,0.0385,164.01,0.1398,4800,6,5876,Non Default
579737,TX,INDIVIDUAL,10+ years,D,RENT,9/10/2021,10/15/2021,10/15/2021,Fully Paid,11/15/2021,745333,Debt consolidation,D5, 60 months,Verified,49000,<50K,0.0825,97.96,0.1632,4000,20,5877,Non Default
556322,OH,INDIVIDUAL,1 year,D,RENT,8/10/2021,8/15/2021,8/15/2021,Fully Paid,9/15/2021,716375,other,D5, 60 months,Source Verified,19200,<50K,0.2413,97.96,0.1632,4000,9,5877,Non Default
374462,MO,INDIVIDUAL,3 years,B,MORTGAGE,1/9/2021,9/11/2021,9/11/2021,Fully Paid,10/11/2021,395637,Debt consolidation,B1, 36 months,Source Verified,50000,50K–99K,0.0638,163.57,0.1095,5000,14,5878,Non Default
971013,CA,INDIVIDUAL,3 years,B,RENT,10/11/2021,9/14/2021,10/14/2021,Fully Paid,11/14/2021,1192713,other,B2, 36 months,Not Verified,150000,150K–199K,0.0644,162.87,0.1065,5000,13,5878,Non Default
884465,TX,INDIVIDUAL,< 1 year,E,RENT,9/11/2021,5/16/2021,10/14/2021,Fully Paid,11/14/2021,1099844,credit card,E4, 36 months,Source Verified,14400,<50K,0.0917,163.32,0.1991,4400,12,5879,Non Default
741017,WA,INDIVIDUAL,5 years,B,MORTGAGE,4/11/2021,5/16/2021,10/12/2021,Fully Paid,11/12/2021,938819,car,B4, 36 months,Not Verified,81120,50K–99K,0.1843,171.46,0.1149,5200,16,5880,Non Default
449732,CT,INDIVIDUAL,10+ years,B,OWN,10/9/2021,11/14/2021,10/12/2021,Fully Paid,11/12/2021,552608,Debt consolidation,B1, 36 months,Not Verified,35000,<50K,0.0771,164.02,0.1114,5000,15,5880,Non Default
859907,GA,INDIVIDUAL,1 year,C,OWN,8/11/2021,11/15/2021,10/14/2021,Fully Paid,11/14/2021,1072730,moving,C2, 36 months,Source Verified,65000,50K–99K,0.0511,162.87,0.1349,4800,16,5880,Non Default
1019997,CA,INDIVIDUAL,< 1 year,B,MORTGAGE,11/11/2021,5/12/2021,5/12/2021,Fully Paid,6/12/2021,1248749,small business,B2, 36 months,Source Verified,39600,<50K,0.1061,182.42,0.1065,5600,8,5880,Non Default
999879,CA,INDIVIDUAL,3 years,B,MORTGAGE,10/11/2021,12/14/2021,12/14/2021,Fully Paid,1/14/2022,1225271,home improvement,B2, 36 months,Not Verified,48000,<50K,0.023,162.87,0.1065,5000,16,5881,Non Default
369164,FL,INDIVIDUAL,< 1 year,C,MORTGAGE,12/8/2021,5/16/2021,3/11/2021,Fully Paid,4/11/2021,384531,medical,C1, 36 months,Not Verified,81000,50K–99K,0.1521,167.34,0.1253,5000,19,5881,Non Default
358621,OH,INDIVIDUAL,3 years,C,MORTGAGE,10/8/2021,8/10/2021,5/10/2021,Fully Paid,6/10/2021,365282,credit card,C1, 36 months,Not Verified,42000,<50K,0.1057,178.8,0.1178,5400,29,5882,Non Default
633559,NY,INDIVIDUAL,< 1 year,C,RENT,12/10/2021,5/16/2021,1/14/2021,Fully Paid,2/14/2021,811671,credit card,C5, 36 months,Source Verified,65000,50K–99K,0.0628,163.41,0.1372,4800,17,5882,Non Default
506942,FL,INDIVIDUAL,4 years,C,RENT,4/10/2021,5/16/2021,11/12/2021,Fully Paid,12/12/2021,653703,Debt consolidation,C4, 36 months,Source Verified,22800,<50K,0.0232,170.52,0.1385,5000,16,5882,Non Default
452147,FL,INDIVIDUAL,8 years,C,RENT,11/9/2021,5/16/2021,10/10/2021,Charged Off,11/10/2021,557815,Debt consolidation,C5, 36 months,Not Verified,52000,50K–99K,0.2312,626.08,0.1426,18250,42,5883,Default
359786,MA,INDIVIDUAL,1 year,B,RENT,10/8/2021,3/15/2021,12/11/2021,Fully Paid,1/11/2022,364540,Debt consolidation,B2, 36 months,Verified,33017,<50K,0.024,162.54,0.1051,5000,5,5884,Non Default
585060,CA,INDIVIDUAL,10+ years,B,MORTGAGE,9/10/2021,6/13/2021,12/12/2021,Charged Off,1/12/2022,751747,home improvement,B5, 60 months,Source Verified,50400,50K–99K,0.0336,212.87,0.1186,9600,20,5885,Default
641704,GA,INDIVIDUAL,4 years,B,MORTGAGE,1/11/2021,1/14/2021,1/14/2021,Fully Paid,2/14/2021,821415,Debt consolidation,B1, 36 months,Source Verified,50000,50K–99K,0.0732,163.49,0.0888,5150,14,5886,Non Default
655016,IL,INDIVIDUAL,10+ years,C,RENT,1/11/2021,1/16/2021,2/16/2021,Fully Paid,3/16/2021,837737,vacation,C5, 60 months,Source Verified,68000,50K–99K,0.1991,98.1,0.1417,4200,21,5886,Non Default
738668,FL,INDIVIDUAL,2 years,E,RENT,4/11/2021,2/16/2021,2/12/2021,Fully Paid,3/12/2021,936099,Debt consolidation,E2, 60 months,Source Verified,57739,50K–99K,0.0966,133.16,0.1839,5200,7,5887,Non Default
1020889,NY,INDIVIDUAL,< 1 year,A,RENT,11/11/2021,5/16/2021,5/13/2021,Fully Paid,6/13/2021,1249677,medical,A1, 36 months,Verified,28800,<50K,0.2308,167.4,0.0603,5500,27,5887,Non Default
417153,CA,INDIVIDUAL,< 1 year,B,RENT,7/9/2021,12/11/2021,12/11/2021,Fully Paid,1/11/2022,486267,wedding,B3, 36 months,Not Verified,38000,<50K,0.1352,165.07,0.1158,5000,9,5887,Non Default
397112,NJ,INDIVIDUAL,2 years,C,MORTGAGE,5/9/2021,5/16/2021,5/12/2021,Fully Paid,6/12/2021,437696,credit card,C5, 36 months,Not Verified,77350,50K–99K,0.1693,163.57,0.1379,4800,25,5888,Non Default
551231,NJ,INDIVIDUAL,2 years,E,RENT,7/10/2021,9/15/2021,9/11/2021,Fully Paid,10/11/2021,710400,Debt consolidation,E4, 60 months,Source Verified,40000,<50K,0.0399,125.78,0.1756,5000,4,5888,Non Default
400749,FL,INDIVIDUAL,5 years,B,MORTGAGE,5/9/2021,4/16/2021,5/12/2021,Fully Paid,6/12/2021,444413,home improvement,B1, 36 months,Verified,84996,50K–99K,0.0654,163.57,0.1095,5000,14,5888,Non Default
421473,PA,INDIVIDUAL,2 years,B,RENT,7/9/2021,1/16/2021,7/12/2021,Fully Paid,8/12/2021,495476,other,B1, 36 months,Not Verified,56000,50K–99K,0.1224,163.57,0.1095,5000,39,5888,Non Default
623299,CA,INDIVIDUAL,< 1 year,B,RENT,12/10/2021,12/13/2021,7/13/2021,Charged Off,8/13/2021,798812,other,B4, 60 months,Source Verified,70000,50K–99K,0.1181,181.63,0.0999,12000,15,5889,Default
1057343,CA,INDIVIDUAL,< 1 year,C,RENT,12/11/2021,10/15/2021,4/14/2021,Fully Paid,5/14/2021,1288906,credit card,C3, 36 months,Source Verified,44600,<50K,0.1528,165.58,0.1465,4800,25,5891,Non Default
433290,FL,INDIVIDUAL,4 years,C,RENT,8/9/2021,12/10/2021,7/10/2021,Charged Off,8/10/2021,515910,Debt consolidation,C5, 36 months,Not Verified,110000,100K–149K,0.2004,480.29,0.1426,14000,43,5891,Default
825599,CA,INDIVIDUAL,1 year,C,OWN,7/11/2021,1/14/2021,1/14/2021,Fully Paid,2/14/2021,1034402,Debt consolidation,C5, 36 months,Not Verified,21600,<50K,0.2056,165.2,0.1523,4750,9,5891,Non Default
431215,NJ,INDIVIDUAL,2 years,D,OWN,8/9/2021,1/16/2021,8/12/2021,Fully Paid,9/12/2021,511706,Debt consolidation,D3, 36 months,Source Verified,19200,<50K,0.0856,163.64,0.1531,4700,12,5891,Non Default
644408,WA,INDIVIDUAL,5 years,B,MORTGAGE,1/11/2021,5/16/2021,1/14/2021,Fully Paid,2/14/2021,824607,credit card,B3, 36 months,Not Verified,54000,50K–99K,0.0931,163.66,0.0962,5100,21,5892,Non Default
715516,PA,INDIVIDUAL,4 years,B,RENT,3/11/2021,5/16/2021,11/11/2021,Fully Paid,12/11/2021,909155,credit card,B1, 36 months,Verified,54000,50K–99K,0.0684,179.73,0.0963,5600,21,5892,Non Default
864215,LA,INDIVIDUAL,4 years,B,OWN,8/11/2021,7/14/2021,9/14/2021,Fully Paid,10/14/2021,1077378,Debt consolidation,B3, 36 months,Not Verified,37560,<50K,0.2684,163.67,0.1099,5000,8,5892,Non Default
828634,VA,INDIVIDUAL,10+ years,B,MORTGAGE,7/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1037679,Debt consolidation,B3, 36 months,Not Verified,52000,50K–99K,0.048,163.67,0.1099,5000,17,5892,Non Default
674629,TX,INDIVIDUAL,< 1 year,A,MORTGAGE,2/11/2021,3/16/2021,9/11/2021,Fully Paid,10/11/2021,862271,Debt consolidation,A5, 36 months,Source Verified,72800,50K–99K,0.1739,177.73,0.0766,5700,33,5892,Non Default
811239,FL,INDIVIDUAL,1 year,B,RENT,7/11/2021,3/15/2021,7/14/2021,Fully Paid,8/14/2021,1018235,Debt consolidation,B3, 36 months,Source Verified,25000,<50K,0.1493,163.67,0.1099,5000,20,5892,Non Default
503034,IL,INDIVIDUAL,3 years,B,MORTGAGE,4/10/2021,4/13/2021,4/13/2021,Fully Paid,5/13/2021,647240,home improvement,B4, 36 months,Not Verified,96000,50K–99K,0.1968,163.68,0.1099,5000,37,5892,Non Default
791611,CA,INDIVIDUAL,10+ years,B,MORTGAGE,6/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,995937,other,B3, 36 months,Not Verified,98000,50K–99K,0.1347,163.67,0.1099,5000,17,5892,Non Default
839543,NJ,INDIVIDUAL,10+ years,B,RENT,8/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1049698,other,B3, 36 months,Verified,52100,50K–99K,0.1928,163.67,0.1099,5000,16,5892,Non Default
831372,IL,INDIVIDUAL,1 year,B,RENT,7/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1029015,vacation,B3, 36 months,Not Verified,88000,50K–99K,0.1466,163.67,0.1099,5000,47,5892,Non Default
343481,CA,INDIVIDUAL,10+ years,A,MORTGAGE,4/8/2021,1/15/2021,4/11/2021,Fully Paid,5/11/2021,343477,wedding,A5, 36 months,Not Verified,85000,50K–99K,0.1852,163.68,0.0863,7000,33,5892,Non Default
481360,CA,INDIVIDUAL,2 years,B,RENT,2/10/2021,2/13/2021,2/13/2021,Fully Paid,3/13/2021,612187,Debt consolidation,B4, 36 months,Not Verified,42288,<50K,0.0953,163.68,0.1099,5000,10,5893,Non Default
984216,FL,INDIVIDUAL,3 years,C,RENT,10/11/2021,7/13/2021,7/13/2021,Fully Paid,8/13/2021,1207409,Debt consolidation,C1, 36 months,Not Verified,91200,50K–99K,0.1423,169.66,0.1349,5000,7,5893,Non Default
590666,NJ,INDIVIDUAL,4 years,B,RENT,10/10/2021,4/16/2021,4/11/2021,Fully Paid,5/11/2021,758701,home improvement,B3, 36 months,Verified,79000,50K–99K,0.1359,183.66,0.1112,5600,38,5893,Non Default
847773,CA,INDIVIDUAL,1 year,F,RENT,8/11/2021,5/15/2021,12/14/2021,Charged Off,1/14/2022,1059311,house,F4, 60 months,Source Verified,54000,50K–99K,0.1009,139.01,0.2136,5100,20,5893,Default
485273,CA,INDIVIDUAL,1 year,B,RENT,2/10/2021,2/13/2021,3/13/2021,Fully Paid,4/13/2021,618174,major purchase,B4, 36 months,Not Verified,68648,50K–99K,0.1227,163.68,0.1099,5000,5,5893,Non Default
487348,AZ,INDIVIDUAL,10+ years,B,MORTGAGE,2/10/2021,3/16/2021,3/13/2021,Fully Paid,4/13/2021,621231,medical,B4, 36 months,Not Verified,52000,50K–99K,0.0655,163.68,0.1099,5000,11,5893,Non Default
838834,NY,INDIVIDUAL,1 year,B,RENT,8/11/2021,5/16/2021,1/14/2021,Fully Paid,2/14/2021,1048951,other,B4, 36 months,Not Verified,72000,50K–99K,0.0163,164.86,0.1149,5000,4,5893,Non Default
500892,CA,INDIVIDUAL,4 years,B,RENT,4/10/2021,5/16/2021,4/13/2021,Fully Paid,5/13/2021,643542,other,B4, 36 months,Not Verified,106000,100K–149K,0.1215,163.68,0.1099,5000,32,5893,Non Default
169354,AL,INDIVIDUAL,1 year,B,OWN,12/7/2021,2/9/2021,2/9/2021,Fully Paid,3/9/2021,169334,credit card,B3, 36 months,Not Verified,42000,<50K,0.1609,172.55,0.0933,5400,12,5894,Non Default
532368,PA,INDIVIDUAL,5 years,E,RENT,6/10/2021,6/15/2021,7/15/2021,Fully Paid,8/15/2021,688132,educational,E1, 60 months,Source Verified,25000,<50K,0.06,98.24,0.1645,4000,10,5894,Non Default
796900,NJ,INDIVIDUAL,10+ years,B,MORTGAGE,6/11/2021,2/14/2021,2/14/2021,Fully Paid,3/14/2021,1001803,home improvement,B3, 36 months,Source Verified,60000,50K–99K,0.0648,163.67,0.1099,5000,13,5894,Non Default
743088,FL,INDIVIDUAL,1 year,B,RENT,5/11/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,941281,home improvement,B3, 36 months,Source Verified,42000,<50K,0.1483,163.67,0.1099,5000,10,5894,Non Default
633176,CA,INDIVIDUAL,3 years,A,MORTGAGE,12/10/2021,3/12/2021,3/12/2021,Fully Paid,4/12/2021,811147,major purchase,A1, 36 months,Not Verified,39000,<50K,0.0114,168.9,0.0542,5600,14,5894,Non Default
349570,FL,INDIVIDUAL,10+ years,A,OWN,6/8/2021,5/16/2021,6/11/2021,Fully Paid,7/11/2021,351267,wedding,A3, 36 months,Verified,18000,<50K,0.0133,163.74,0.08,7000,3,5894,Non Default
249942,CA,INDIVIDUAL,4 years,C,RENT,2/8/2021,2/11/2021,2/11/2021,Fully Paid,3/11/2021,249022,Debt consolidation,C1, 36 months,Not Verified,37500,<50K,0.0573,163.77,0.1103,5000,12,5895,Non Default
580021,CA,INDIVIDUAL,2 years,B,OWN,9/10/2021,1/16/2021,5/11/2021,Fully Paid,6/11/2021,745665,Debt consolidation,B5, 36 months,Not Verified,50000,50K–99K,0.1356,185.63,0.1186,5600,20,5895,Non Default
532456,CT,INDIVIDUAL,5 years,B,OWN,6/10/2021,4/16/2021,10/12/2021,Fully Paid,11/12/2021,688240,Debt consolidation,B5, 36 months,Verified,57000,50K–99K,0.1779,165.74,0.1186,5000,27,5895,Non Default
445345,CA,INDIVIDUAL,2 years,D,RENT,10/9/2021,10/12/2021,10/12/2021,Fully Paid,11/12/2021,543834,Debt consolidation,D1, 36 months,Verified,14000,<50K,0.1071,163.76,0.1461,4750,13,5895,Non Default
351120,NY,INDIVIDUAL,2 years,C,RENT,7/8/2021,8/12/2021,7/11/2021,Fully Paid,8/11/2021,353576,educational,C1, 36 months,Not Verified,50000,50K–99K,0.1656,163.77,0.1103,5000,6,5895,Non Default
349297,OH,INDIVIDUAL,10+ years,C,MORTGAGE,6/8/2021,6/11/2021,6/11/2021,Fully Paid,7/11/2021,350884,home improvement,C1, 36 months,Not Verified,91644,50K–99K,0.1244,163.77,0.1103,5000,27,5895,Non Default
342907,IL,INDIVIDUAL,10+ years,C,MORTGAGE,4/8/2021,4/11/2021,4/11/2021,Fully Paid,5/11/2021,342899,other,C1, 36 months,Not Verified,60000,50K–99K,0.1094,163.77,0.1103,7500,17,5895,Non Default
249972,CA,INDIVIDUAL,10+ years,C,RENT,2/8/2021,5/16/2021,8/9/2021,Charged Off,9/9/2021,249660,Debt consolidation,C1, 36 months,Not Verified,30000,<50K,0.134,327.53,0.1103,10000,10,5896,Default
727361,CT,INDIVIDUAL,4 years,B,RENT,4/11/2021,4/16/2021,6/14/2021,Fully Paid,7/14/2021,922862,Debt consolidation,B2, 36 months,Not Verified,36000,<50K,0.119,163.76,0.1,5075,25,5896,Non Default
1066215,CA,INDIVIDUAL,8 years,C,MORTGAGE,12/11/2021,5/16/2021,8/12/2021,Charged Off,9/12/2021,1300572,home improvement,C5, 36 months,Source Verified,90000,50K–99K,0.0917,843.3,0.1596,24000,23,5896,Default
523847,NJ,INDIVIDUAL,4 years,C,RENT,6/10/2021,3/16/2021,2/12/2021,Fully Paid,3/12/2021,677815,other,C3, 36 months,Not Verified,60000,50K–99K,0.1954,170.84,0.1398,5000,14,5897,Non Default
